,village_code,visit_month,spray_status,total_residents,clinic_tests,total_rdts,avg_distance_to_health_facility_km,incidence_per_1000,positivity_rate,dist_missing,PRECTOTCORR,PRECTOTCORR_SUM,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,prev_PRECTOTCORR,prev2_PRECTOTCORR,prev3_PRECTOTCORR,prev4_PRECTOTCORR,prev_PRECTOTCORR_SUM,prev2_PRECTOTCORR_SUM,prev3_PRECTOTCORR_SUM,prev4_PRECTOTCORR_SUM,prev_RH2M,prev2_RH2M,prev3_RH2M,prev4_RH2M,prev_T2M,prev2_T2M,prev3_T2M,prev4_T2M,prev_T2M_MAX,prev2_T2M_MAX,prev3_T2M_MAX,prev4_T2M_MAX,prev_T2M_MIN,prev2_T2M_MIN,prev3_T2M_MIN,prev4_T2M_MIN,prev_T2M_RANGE,prev2_T2M_RANGE,prev3_T2M_RANGE,prev4_T2M_RANGE,prev_incidence_per_1000
988,7051,2017-10-01,1,263,15.0,15,7.0,86.74,0.4,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,28.91
989,7051,2017-11-01,1,263,14.0,14,7.0,101.2,0.5,1,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,86.74
990,7051,2017-12-01,1,263,14.0,14,7.0,115.66,0.57,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,101.2
991,7051,2018-01-01,1,263,16.0,16,7.0,130.12,0.56,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,115.66
992,7051,2018-02-01,1,263,12.0,12,7.0,115.66,0.67,1,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,130.12
993,7051,2018-03-01,1,263,14.0,14,7.0,130.12,0.64,1,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,115.66
994,7051,2018-04-01,1,263,11.0,11,7.0,86.74,0.55,1,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,130.12
995,7051,2018-05-01,1,263,13.0,13,7.0,159.03,0.85,1,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,86.74
996,7051,2018-06-01,1,263,20.0,20,7.0,216.86,0.75,1,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,159.03
997,7051,2018-07-01,1,263,18.0,18,7.0,130.12,0.5,1,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,216.86
998,7051,2018-08-01,1,263,17.0,18,7.0,144.57,0.56,1,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,130.12
999,7051,2018-09-01,1,263,14.0,14,7.0,159.03,0.79,1,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,144.57
1000,7051,2018-10-01,1,263,16.0,16,7.0,130.12,0.56,1,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,159.03
1001,7052,2016-12-01,0,228,14.0,7,7.0,38.47,0.29,1,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
1002,7052,2017-01-01,0,228,14.0,15,7.0,96.18,0.33,1,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,38.47
1003,7052,2017-02-01,0,228,14.0,18,7.0,250.08,0.72,1,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,96.18
1004,7052,2017-03-01,0,228,14.0,19,7.0,173.13,0.47,1,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,250.08
1005,7052,2017-04-01,0,228,14.0,12,7.0,115.42,0.5,1,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,173.13
1006,7052,2017-05-01,0,228,14.0,14,7.0,153.89,0.57,1,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,115.42
1007,7052,2017-06-01,0,228,3.0,15,7.0,230.84,0.8,1,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,4.8,5.78,3.42,17.62,144.0,179.29,95.65,76.98,82.95,81.43,76.28,24.09,24.79,26.44,28.34,34.48,32.44,34.95,36.88,16.94,18.57,19.6,22.56,10.72,8.52,8.54,9.68,153.89
1008,7052,2017-07-01,0,228,9.0,11,7.0,134.66,0.64,1,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,230.84
1009,7052,2017-08-01,0,228,14.0,14,7.0,153.89,0.57,1,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,134.66
1010,7052,2017-09-01,0,228,8.0,9,7.0,96.18,0.56,1,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,153.89
1011,7052,2017-10-01,0,228,9.0,9,7.0,115.42,0.67,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,96.18
1012,7052,2017-11-01,0,228,8.0,8,7.0,38.47,0.25,1,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,115.42
1013,7052,2017-12-01,0,228,11.0,11,7.0,173.13,0.82,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,38.47
1014,7052,2018-01-01,0,228,20.0,20,7.0,288.55,0.75,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,173.13
1015,7052,2018-02-01,0,228,11.0,11,7.0,173.13,0.82,1,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,288.55
1016,7052,2018-03-01,0,228,10.0,10,7.0,134.66,0.7,1,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,173.13
1017,7052,2018-04-01,0,228,14.0,14,7.0,115.42,0.43,1,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,134.66
1018,7052,2018-05-01,0,228,17.0,17,7.0,211.6,0.65,1,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,115.42
1019,7052,2018-06-01,0,228,16.0,16,7.0,96.18,0.31,1,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,211.6
1020,7052,2018-07-01,0,228,18.0,18,7.0,153.89,0.44,1,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,96.18
1021,7052,2018-08-01,0,228,12.0,15,7.0,230.84,0.8,1,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,153.89
1022,7052,2018-09-01,0,228,8.0,11,7.0,96.18,0.45,1,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,230.84
1023,7052,2018-10-01,0,228,11.0,12,7.0,115.42,0.5,1,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,96.18
1024,7053,2016-12-01,0,328,14.0,28,7.0,102.25,0.39,1,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
1025,7053,2017-01-01,0,328,14.0,10,7.0,37.18,0.4,1,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,102.25
1026,7053,2017-02-01,0,328,14.0,37,7.0,195.2,0.57,1,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,37.18
1027,7053,2017-03-01,0,328,14.0,24,7.0,111.54,0.5,1,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,195.2
1028,7053,2017-04-01,0,328,14.0,26,7.0,111.54,0.46,1,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,111.54
1029,7053,2017-05-01,0,328,0.0,31,7.0,102.25,0.35,1,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,111.54
1030,7053,2017-06-01,0,328,6.0,31,7.0,120.84,0.42,1,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,4.8,5.78,3.42,17.62,144.0,179.29,95.65,76.98,82.95,81.43,76.28,24.09,24.79,26.44,28.34,34.48,32.44,34.95,36.88,16.94,18.57,19.6,22.56,10.72,8.52,8.54,9.68,102.25
1031,7053,2017-07-01,0,328,17.0,19,7.0,65.07,0.37,1,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,120.84
1032,7053,2017-08-01,0,328,23.0,23,7.0,65.07,0.3,1,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,65.07
1033,7053,2017-09-01,0,328,28.0,30,7.0,102.25,0.37,1,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,65.07
1034,7053,2017-10-01,0,328,29.0,29,7.0,111.54,0.41,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,102.25
1035,7053,2017-11-01,0,328,21.0,21,7.0,139.43,0.71,1,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,111.54
1036,7053,2017-12-01,0,328,32.0,32,7.0,176.61,0.59,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,139.43
1037,7053,2018-01-01,0,328,20.0,20,7.0,148.72,0.8,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,176.61
1038,7053,2018-02-01,0,328,33.0,33,7.0,185.9,0.61,1,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,148.72
1039,7053,2018-03-01,0,328,38.0,39,7.0,260.26,0.72,1,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,185.9
1040,7053,2018-04-01,0,328,25.0,25,7.0,204.49,0.88,1,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,260.26
1041,7053,2018-05-01,0,328,51.0,51,7.0,334.62,0.71,1,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,204.49
1042,7053,2018-06-01,0,328,28.0,28,7.0,195.2,0.75,1,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,334.62
1043,7053,2018-07-01,0,328,21.0,21,7.0,111.54,0.57,1,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,195.2
1044,7053,2018-08-01,0,328,32.0,34,7.0,158.02,0.5,1,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,111.54
1045,7053,2018-09-01,0,328,16.0,17,7.0,83.66,0.53,1,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,158.02
1046,7053,2018-10-01,0,328,21.0,22,7.0,139.43,0.68,1,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,83.66
1047,7054,2016-12-01,1,311,14.0,6,7.0,31.02,0.5,1,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
1048,7054,2017-01-01,1,311,14.0,9,7.0,62.03,0.67,1,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,31.02
1049,7054,2017-02-01,1,311,14.0,13,7.0,93.05,0.69,1,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,62.03
1050,7054,2017-03-01,1,311,14.0,11,7.0,72.37,0.64,1,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,93.05
1051,7054,2017-04-01,1,311,14.0,6,7.0,51.7,0.83,1,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,72.37
1052,7054,2017-05-01,1,311,14.0,17,7.0,144.75,0.82,1,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,51.7
1053,7054,2017-06-01,1,311,2.0,6,7.0,51.7,0.83,1,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,4.8,5.78,3.42,17.62,144.0,179.29,95.65,76.98,82.95,81.43,76.28,24.09,24.79,26.44,28.34,34.48,32.44,34.95,36.88,16.94,18.57,19.6,22.56,10.72,8.52,8.54,9.68,144.75
1054,7054,2017-07-01,1,311,4.0,5,7.0,20.68,0.4,1,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,51.7
1055,7054,2017-08-01,1,311,10.0,10,7.0,41.36,0.4,1,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,20.68
1056,7054,2017-09-01,1,311,10.0,10,7.0,41.36,0.4,1,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,41.36
1057,7054,2017-10-01,1,311,18.0,18,7.0,93.05,0.5,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,41.36
1058,7054,2017-11-01,1,311,7.0,7,7.0,41.36,0.57,1,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,93.05
1059,7054,2017-12-01,1,311,8.0,8,7.0,62.03,0.75,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,41.36
1060,7054,2018-01-01,1,311,22.0,22,7.0,175.76,0.77,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,62.03
1061,7054,2018-02-01,1,311,15.0,15,7.0,103.39,0.67,1,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,175.76
