village_code,visit_month,spray_status,total_residents,clinic_tests,total_rdts,avg_distance_to_health_facility_km,incidence_per_1000,positivity_rate,rainfall,prev_month_rainfall,dist_missing
7053,2016-12-01,0,328,14.0,28,7.0,102.25,0.39,4.39,1.55,1
7053,2017-01-01,0,328,14.0,10,7.0,37.18,0.4,5.64,4.39,1
7053,2017-02-01,0,328,14.0,37,7.0,195.2,0.57,3.42,5.64,1
7053,2017-03-01,0,328,14.0,24,7.0,111.54,0.5,5.78,3.42,1
7053,2017-04-01,0,328,14.0,26,7.0,111.54,0.46,4.8,5.78,1
7053,2017-05-01,0,328,0.0,31,7.0,102.25,0.35,0.57,4.8,1
7053,2017-06-01,0,328,6.0,31,7.0,120.84,0.42,1.12,0.57,1
7053,2017-07-01,0,328,17.0,19,7.0,65.07,0.37,0.82,1.12,1
7053,2017-08-01,0,328,23.0,23,7.0,65.07,0.3,0.36,0.82,1
7053,2017-09-01,0,328,28.0,30,7.0,102.25,0.37,0.18,0.36,1
7053,2017-10-01,0,328,29.0,29,7.0,111.54,0.41,0.34,0.18,1
7053,2017-11-01,0,328,21.0,21,7.0,139.43,0.71,6.41,0.34,1
7053,2017-12-01,0,328,32.0,32,7.0,176.61,0.59,10.29,6.41,1
7053,2018-01-01,0,328,20.0,20,7.0,148.72,0.8,9.3,10.29,1
7053,2018-02-01,0,328,33.0,33,7.0,185.9,0.61,5.32,9.3,1
7053,2018-03-01,0,328,38.0,39,7.0,260.26,0.72,3.17,5.32,1
7053,2018-04-01,0,328,25.0,25,7.0,204.49,0.88,4.29,3.17,1
7053,2018-05-01,0,328,51.0,51,7.0,334.62,0.71,0.62,4.29,1
7053,2018-06-01,0,328,28.0,28,7.0,195.2,0.75,0.61,0.62,1
7053,2018-07-01,0,328,21.0,21,7.0,111.54,0.57,4.0,0.61,1
7053,2018-08-01,0,328,32.0,34,7.0,158.02,0.5,0.23,4.0,1
7053,2018-09-01,0,328,16.0,17,7.0,83.66,0.53,0.36,0.23,1
7053,2018-10-01,0,328,21.0,22,7.0,139.43,0.68,0.56,0.36,1
7054,2016-12-01,1,311,14.0,6,7.0,31.02,0.5,4.39,1.55,1
7054,2017-01-01,1,311,14.0,9,7.0,62.03,0.67,5.64,4.39,1
7054,2017-02-01,1,311,14.0,13,7.0,93.05,0.69,3.42,5.64,1
7054,2017-03-01,1,311,14.0,11,7.0,72.37,0.64,5.78,3.42,1
7054,2017-04-01,1,311,14.0,6,7.0,51.7,0.83,4.8,5.78,1
7054,2017-05-01,1,311,14.0,17,7.0,144.75,0.82,0.57,4.8,1
7054,2017-06-01,1,311,2.0,6,7.0,51.7,0.83,1.12,0.57,1
7054,2017-07-01,1,311,4.0,5,7.0,20.68,0.4,0.82,1.12,1
7054,2017-08-01,1,311,10.0,10,7.0,41.36,0.4,0.36,0.82,1
7054,2017-09-01,1,311,10.0,10,7.0,41.36,0.4,0.18,0.36,1
7054,2017-10-01,1,311,18.0,18,7.0,93.05,0.5,0.34,0.18,1
7054,2017-11-01,1,311,7.0,7,7.0,41.36,0.57,6.41,0.34,1
7054,2017-12-01,1,311,8.0,8,7.0,62.03,0.75,10.29,6.41,1
7054,2018-01-01,1,311,22.0,22,7.0,175.76,0.77,9.3,10.29,1
7054,2018-02-01,1,311,15.0,15,7.0,103.39,0.67,5.32,9.3,1
7054,2018-03-01,1,311,17.0,17,7.0,134.41,0.76,3.17,5.32,1
7054,2018-04-01,1,311,13.0,13,7.0,82.71,0.62,4.29,3.17,1
7054,2018-05-01,1,311,17.0,17,7.0,103.39,0.59,0.62,4.29,1
7054,2018-06-01,1,311,18.0,18,7.0,124.07,0.67,0.61,0.62,1
7054,2018-07-01,1,311,15.0,15,7.0,124.07,0.8,4.0,0.61,1
7054,2018-08-01,1,311,22.0,22,7.0,134.41,0.59,0.23,4.0,1
7054,2018-09-01,1,311,16.0,20,7.0,144.75,0.7,0.36,0.23,1
7054,2018-10-01,1,311,14.0,17,7.0,134.41,0.76,0.56,0.36,1
7055,2016-12-01,1,280,14.0,17,7.0,153.06,0.71,4.39,1.55,1
7055,2017-01-01,1,280,14.0,20,7.0,165.82,0.65,5.64,4.39,1
7055,2017-02-01,1,280,14.0,22,7.0,165.82,0.59,3.42,5.64,1
7055,2017-03-01,1,280,14.0,27,7.0,216.84,0.63,5.78,3.42,1
7055,2017-04-01,1,280,14.0,14,7.0,89.29,0.5,4.8,5.78,1
7055,2017-05-01,1,280,14.0,23,7.0,165.82,0.57,0.57,4.8,1
7055,2017-06-01,1,280,2.0,20,7.0,76.53,0.3,1.12,0.57,1
7055,2017-07-01,1,280,18.0,20,7.0,89.29,0.35,0.82,1.12,1
7055,2017-08-01,1,280,32.0,32,7.0,204.08,0.5,0.36,0.82,1
7055,2017-09-01,1,280,17.0,17,7.0,102.04,0.47,0.18,0.36,1
7055,2017-10-01,1,280,22.0,22,7.0,165.82,0.59,0.34,0.18,1
7055,2017-11-01,1,280,11.0,11,7.0,102.04,0.73,6.41,0.34,1
7055,2017-12-01,1,280,22.0,22,7.0,204.08,0.73,10.29,6.41,1
7055,2018-01-01,1,280,18.0,18,7.0,140.31,0.61,9.3,10.29,1
7055,2018-02-01,1,280,13.0,14,7.0,140.31,0.79,5.32,9.3,1
7055,2018-03-01,1,280,23.0,23,7.0,178.57,0.61,3.17,5.32,1
7055,2018-04-01,1,280,18.0,18,7.0,165.82,0.72,4.29,3.17,1
7055,2018-05-01,1,280,32.0,32,7.0,280.61,0.69,0.62,4.29,1
7055,2018-06-01,1,280,24.0,25,7.0,229.59,0.72,0.61,0.62,1
7055,2018-07-01,1,280,20.0,20,7.0,191.33,0.75,4.0,0.61,1
7055,2018-08-01,1,280,16.0,16,7.0,165.82,0.81,0.23,4.0,1
7055,2018-09-01,1,280,20.0,21,7.0,204.08,0.76,0.36,0.23,1
7055,2018-10-01,1,280,18.0,18,7.0,165.82,0.72,0.56,0.36,1
7056,2016-12-01,0,439,0.0,23,6.8,67.46,0.57,4.39,1.55,0
7056,2017-01-01,0,439,0.0,45,6.8,150.48,0.64,5.64,4.39,0
7056,2017-02-01,0,439,0.0,30,6.8,88.21,0.57,3.42,5.64,0
7056,2017-03-01,0,439,0.0,50,6.8,171.23,0.66,5.78,3.42,0
7056,2017-04-01,0,439,0.0,36,6.8,103.78,0.56,4.8,5.78,0
7056,2017-05-01,0,439,14.0,26,6.8,83.02,0.62,0.57,4.8,0
7056,2017-06-01,0,439,6.0,13,6.8,36.32,0.54,1.12,0.57,0
7056,2017-07-01,0,439,32.0,38,6.8,62.27,0.32,0.82,1.12,0
7056,2017-08-01,0,439,24.0,29,6.8,67.46,0.45,0.36,0.82,0
7056,2017-09-01,0,439,16.0,24,6.8,57.08,0.46,0.18,0.36,0
7056,2017-10-01,0,439,6.0,13,6.8,51.89,0.77,0.34,0.18,0
7056,2017-11-01,0,439,6.0,9,6.8,25.94,0.56,6.41,0.34,0
7056,2017-12-01,0,439,3.0,8,6.8,10.38,0.25,10.29,6.41,0
7056,2018-01-01,0,439,37.0,45,6.8,103.78,0.44,9.3,10.29,0
7056,2018-02-01,0,439,21.0,40,6.8,108.97,0.52,5.32,9.3,0
7056,2018-03-01,0,439,17.0,43,6.8,145.29,0.65,3.17,5.32,0
7056,2018-04-01,0,439,15.0,59,6.8,176.42,0.58,4.29,3.17,0
7056,2018-05-01,0,439,23.0,45,6.8,145.29,0.62,0.62,4.29,0
7056,2018-06-01,0,439,11.0,31,6.8,108.97,0.68,0.61,0.62,0
7056,2018-07-01,0,439,14.0,50,6.8,119.34,0.46,4.0,0.61,0
7056,2018-08-01,0,439,13.0,26,6.8,46.7,0.35,0.23,4.0,0
7056,2018-09-01,0,439,11.0,29,6.8,98.59,0.66,0.36,0.23,0
7056,2018-10-01,0,439,19.0,27,6.8,67.46,0.48,0.56,0.36,0
7057,2016-12-01,0,996,0.0,42,9.6,9.07,0.21,4.39,1.55,0
7057,2017-01-01,0,996,1.0,87,9.6,47.38,0.54,5.64,4.39,0
7057,2017-02-01,0,996,4.0,114,9.6,69.56,0.61,3.42,5.64,0
7057,2017-03-01,0,996,0.0,71,9.6,46.37,0.65,5.78,3.42,0
7057,2017-04-01,0,996,0.0,62,9.6,42.34,0.68,4.8,5.78,0
7057,2017-05-01,0,996,14.0,65,9.6,43.35,0.66,0.57,4.8,0
7057,2017-06-01,0,996,21.0,65,9.6,38.31,0.58,1.12,0.57,0
7057,2017-07-01,0,996,69.0,76,9.6,37.3,0.49,0.82,1.12,0
7057,2017-08-01,0,996,55.0,59,9.6,25.2,0.42,0.36,0.82,0
7057,2017-09-01,0,996,64.0,73,9.6,24.19,0.33,0.18,0.36,0
7057,2017-10-01,0,996,53.0,61,9.6,21.17,0.34,0.34,0.18,0
7057,2017-11-01,0,996,34.0,41,9.6,15.12,0.37,6.41,0.34,0
7057,2017-12-01,0,996,44.0,46,9.6,15.12,0.33,10.29,6.41,0
7057,2018-01-01,0,996,65.0,77,9.6,33.27,0.43,9.3,10.29,0
7057,2018-02-01,0,996,76.0,82,9.6,30.24,0.37,5.32,9.3,0
7057,2018-03-01,0,996,77.0,107,9.6,49.39,0.46,3.17,5.32,0
7057,2018-04-01,0,996,38.0,58,9.6,33.27,0.57,4.29,3.17,0
7057,2018-05-01,0,996,79.0,110,9.6,50.4,0.45,0.62,4.29,0
7057,2018-06-01,0,996,51.0,97,9.6,43.35,0.44,0.61,0.62,0
7057,2018-07-01,0,996,48.0,79,9.6,34.27,0.43,4.0,0.61,0
7057,2018-08-01,0,996,26.0,52,9.6,16.13,0.31,0.23,4.0,0
7057,2018-09-01,0,996,41.0,52,9.6,20.16,0.38,0.36,0.23,0
7057,2018-10-01,0,996,39.0,47,9.6,27.22,0.57,0.56,0.36,0
7058,2016-12-01,0,539,14.0,4,9.1,0.0,0.0,4.39,1.55,0
7058,2017-01-01,0,539,0.0,22,9.1,37.86,0.5,5.64,4.39,0
7058,2017-02-01,0,539,0.0,10,9.1,17.21,0.5,3.42,5.64,0
7058,2017-03-01,0,539,0.0,29,9.1,55.07,0.55,5.78,3.42,0
7058,2017-04-01,0,539,14.0,12,9.1,30.98,0.75,4.8,5.78,0
7058,2017-05-01,0,539,14.0,17,9.1,20.65,0.35,0.57,4.8,0
7058,2017-06-01,0,539,1.0,2,9.1,0.0,0.0,1.12,0.57,0
7058,2017-07-01,0,539,11.0,13,9.1,17.21,0.38,0.82,1.12,0
7058,2017-08-01,0,539,14.0,15,9.1,20.65,0.4,0.36,0.82,0
7058,2017-09-01,0,539,13.0,24,9.1,30.98,0.38,0.18,0.36,0
7058,2017-10-01,0,539,12.0,17,9.1,27.54,0.47,0.34,0.18,0
7058,2017-11-01,0,539,6.0,11,9.1,24.09,0.64,6.41,0.34,0
7058,2017-12-01,0,539,4.0,6,9.1,13.77,0.67,10.29,6.41,0
7058,2018-01-01,0,539,21.0,29,9.1,34.42,0.34,9.3,10.29,0
7058,2018-02-01,0,539,24.0,36,9.1,58.52,0.47,5.32,9.3,0
7058,2018-03-01,0,539,20.0,31,9.1,55.07,0.52,3.17,5.32,0
7058,2018-04-01,0,539,10.0,27,9.1,72.28,0.78,4.29,3.17,0
7058,2018-05-01,0,539,10.0,29,9.1,65.4,0.66,0.62,4.29,0
7058,2018-06-01,0,539,14.0,54,9.1,96.38,0.52,0.61,0.62,0
7058,2018-07-01,0,539,18.0,43,9.1,55.07,0.37,4.0,0.61,0
7058,2018-08-01,0,539,18.0,30,9.1,34.42,0.33,0.23,4.0,0
7058,2018-09-01,0,539,16.0,23,9.1,48.19,0.61,0.36,0.23,0
7058,2018-10-01,0,539,13.0,15,9.1,17.21,0.33,0.56,0.36,0
7059,2016-12-01,0,463,0.0,4,7.0,18.66,1.0,4.39,1.55,1
7059,2017-01-01,0,463,0.0,1,7.0,0.0,0.0,5.64,4.39,1
7059,2017-02-01,0,463,0.0,5,7.0,13.99,0.6,3.42,5.64,1
7059,2017-03-01,0,463,0.0,10,7.0,41.98,0.9,5.78,3.42,1
7059,2017-04-01,0,463,0.0,1,7.0,4.66,1.0,4.8,5.78,1
7059,2017-07-01,0,463,3.0,3,7.0,0.0,0.0,0.82,4.8,1
7059,2017-08-01,0,463,2.0,2,7.0,0.0,0.0,0.36,0.82,1
7059,2017-09-01,0,463,1.0,3,7.0,4.66,0.33,0.18,0.36,1
7059,2017-10-01,0,463,0.0,1,7.0,4.66,1.0,0.34,0.18,1
7059,2017-11-01,0,463,2.0,2,7.0,0.0,0.0,6.41,0.34,1
7059,2018-01-01,0,463,1.0,3,7.0,9.33,0.67,9.3,6.41,1
7059,2018-02-01,0,463,2.0,2,7.0,4.66,0.5,5.32,9.3,1
7059,2018-03-01,0,463,1.0,2,7.0,4.66,0.5,3.17,5.32,1
7059,2018-04-01,0,463,0.0,21,7.0,74.64,0.76,4.29,3.17,1
7059,2018-05-01,0,463,2.0,12,7.0,37.32,0.67,0.62,4.29,1
7059,2018-06-01,0,463,1.0,10,7.0,27.99,0.6,0.61,0.62,1
7059,2018-07-01,0,463,2.0,3,7.0,0.0,0.0,4.0,0.61,1
7059,2018-08-01,0,463,1.0,18,7.0,51.31,0.61,0.23,4.0,1
7059,2018-09-01,0,463,5.0,5,7.0,4.66,0.2,0.36,0.23,1
7059,2018-10-01,0,463,1.0,3,7.0,0.0,0.0,0.56,0.36,1
7060,2016-12-01,0,1072,14.0,21,10.3,6.96,0.38,4.39,1.55,0
7060,2017-01-01,0,1072,0.0,64,10.3,30.46,0.55,5.64,4.39,0
7060,2017-02-01,0,1072,5.0,43,10.3,14.79,0.4,3.42,5.64,0
7060,2017-03-01,0,1072,14.0,46,10.3,16.53,0.41,5.78,3.42,0
7060,2017-04-01,0,1072,14.0,32,10.3,16.53,0.59,4.8,5.78,0
7060,2017-05-01,0,1072,14.0,49,10.3,25.24,0.59,0.57,4.8,0
7060,2017-06-01,0,1072,4.0,36,10.3,14.79,0.47,1.12,0.57,0
7060,2017-07-01,0,1072,44.0,44,10.3,15.66,0.41,0.82,1.12,0
7060,2017-08-01,0,1072,31.0,32,10.3,15.66,0.56,0.36,0.82,0
7060,2017-09-01,0,1072,17.0,22,10.3,9.57,0.5,0.18,0.36,0
7060,2017-10-01,0,1072,12.0,17,10.3,3.48,0.24,0.34,0.18,0
7060,2017-11-01,0,1072,14.0,17,10.3,2.61,0.18,6.41,0.34,0
7060,2017-12-01,0,1072,4.0,5,10.3,1.74,0.4,10.29,6.41,0
7060,2018-01-01,0,1072,13.0,19,10.3,7.83,0.47,9.3,10.29,0
7060,2018-02-01,0,1072,6.0,16,10.3,10.44,0.75,5.32,9.3,0
7060,2018-03-01,0,1072,8.0,25,10.3,11.31,0.52,3.17,5.32,0
7060,2018-04-01,0,1072,2.0,36,10.3,20.88,0.67,4.29,3.17,0
7060,2018-05-01,0,1072,4.0,24,10.3,11.31,0.54,0.62,4.29,0
7060,2018-06-01,0,1072,4.0,13,10.3,6.09,0.54,0.61,0.62,0
7060,2018-07-01,0,1072,10.0,37,10.3,20.88,0.65,4.0,0.61,0
7060,2018-08-01,0,1072,4.0,28,10.3,13.92,0.57,0.23,4.0,0
7060,2018-09-01,0,1072,8.0,11,10.3,6.09,0.64,0.36,0.23,0
7060,2018-10-01,0,1072,17.0,20,10.3,6.09,0.35,0.56,0.36,0
7061,2016-12-01,1,319,0.0,26,7.0,98.27,0.38,4.39,1.55,1
7061,2017-01-01,1,319,0.0,50,7.0,235.85,0.48,5.64,4.39,1
7061,2017-02-01,1,319,1.0,47,7.0,334.12,0.72,3.42,5.64,1
7061,2017-03-01,1,319,0.0,33,7.0,235.85,0.73,5.78,3.42,1
7061,2017-04-01,1,319,14.0,24,7.0,176.89,0.75,4.8,5.78,1
7061,2017-05-01,1,319,14.0,23,7.0,147.4,0.65,0.57,4.8,1
7061,2017-06-01,1,319,2.0,24,7.0,147.4,0.62,1.12,0.57,1
7061,2017-07-01,1,319,25.0,26,7.0,157.23,0.62,0.82,1.12,1
7061,2017-08-01,1,319,36.0,36,7.0,88.44,0.25,0.36,0.82,1
7061,2017-09-01,1,319,19.0,36,7.0,216.19,0.61,0.18,0.36,1
7061,2017-10-01,1,319,15.0,58,7.0,284.98,0.5,0.34,0.18,1
7061,2017-11-01,1,319,12.0,12,7.0,19.65,0.17,6.41,0.34,1
7061,2017-12-01,1,319,14.0,20,7.0,78.62,0.4,10.29,6.41,1
7061,2018-01-01,1,319,26.0,35,7.0,157.23,0.46,9.3,10.29,1
7061,2018-02-01,1,319,28.0,34,7.0,186.71,0.56,5.32,9.3,1
7061,2018-03-01,1,319,13.0,13,7.0,88.44,0.69,3.17,5.32,1
7061,2018-04-01,1,319,19.0,34,7.0,216.19,0.65,4.29,3.17,1
7061,2018-05-01,1,319,39.0,59,7.0,275.15,0.47,0.62,4.29,1
7061,2018-06-01,1,319,21.0,34,7.0,167.06,0.5,0.61,0.62,1
7061,2018-07-01,1,319,12.0,21,7.0,98.27,0.48,4.0,0.61,1
7061,2018-08-01,1,319,14.0,38,7.0,147.4,0.39,0.23,4.0,1
7061,2018-09-01,1,319,28.0,46,7.0,206.37,0.46,0.36,0.23,1
7061,2018-10-01,1,319,32.0,35,7.0,147.4,0.43,0.56,0.36,1
7062,2016-12-01,0,421,14.0,6,7.0,28.21,0.83,4.39,1.55,1
7062,2017-01-01,0,421,0.0,37,7.0,84.63,0.41,5.64,4.39,1
7062,2017-02-01,0,421,5.0,36,7.0,112.84,0.56,3.42,5.64,1
7062,2017-03-01,0,421,14.0,37,7.0,73.35,0.35,5.78,3.42,1
7062,2017-04-01,0,421,14.0,15,7.0,73.35,0.87,4.8,5.78,1
7062,2017-05-01,0,421,14.0,11,7.0,28.21,0.45,0.57,4.8,1
7062,2017-06-01,0,421,14.0,12,7.0,45.14,0.67,1.12,0.57,1
7062,2017-07-01,0,421,21.0,21,7.0,78.99,0.67,0.82,1.12,1
7062,2017-08-01,0,421,22.0,22,7.0,73.35,0.59,0.36,0.82,1
7062,2017-09-01,0,421,18.0,42,7.0,141.05,0.6,0.18,0.36,1
7062,2017-10-01,0,421,6.0,39,7.0,141.05,0.64,0.34,0.18,1
7062,2017-11-01,0,421,14.0,15,7.0,45.14,0.53,6.41,0.34,1
7062,2017-12-01,0,421,9.0,14,7.0,50.78,0.64,10.29,6.41,1
7062,2018-01-01,0,421,29.0,35,7.0,62.06,0.31,9.3,10.29,1
7062,2018-02-01,0,421,31.0,40,7.0,118.48,0.52,5.32,9.3,1
7062,2018-03-01,0,421,13.0,16,7.0,39.49,0.44,3.17,5.32,1
7062,2018-04-01,0,421,9.0,21,7.0,73.35,0.62,4.29,3.17,1
7062,2018-05-01,0,421,18.0,33,7.0,129.77,0.7,0.62,4.29,1
7062,2018-06-01,0,421,15.0,28,7.0,67.7,0.43,0.61,0.62,1
7062,2018-07-01,0,421,6.0,11,7.0,16.93,0.27,4.0,0.61,1
7062,2018-08-01,0,421,8.0,13,7.0,22.57,0.31,0.23,4.0,1
7062,2018-09-01,0,421,3.0,13,7.0,50.78,0.69,0.36,0.23,1
7062,2018-10-01,0,421,14.0,14,7.0,33.85,0.43,0.56,0.36,1
7063,2016-12-01,0,742,14.0,14,11.7,3.63,0.14,4.39,1.55,0
7063,2017-01-01,0,742,1.0,60,11.7,47.22,0.43,5.64,4.39,0
7063,2017-02-01,0,742,7.0,56,11.7,58.12,0.57,3.42,5.64,0
7063,2017-03-01,0,742,14.0,57,11.7,58.12,0.56,5.78,3.42,0
7063,2017-04-01,0,742,14.0,20,11.7,23.61,0.65,4.8,5.78,0
7063,2017-05-01,0,742,14.0,29,11.7,36.33,0.69,0.57,4.8,0
7063,2017-06-01,0,742,2.0,31,11.7,38.14,0.68,1.12,0.57,0
7063,2017-07-01,0,742,35.0,35,11.7,34.51,0.54,0.82,1.12,0
7063,2017-08-01,0,742,43.0,43,11.7,34.51,0.44,0.36,0.82,0
7063,2017-09-01,0,742,22.0,47,11.7,43.59,0.51,0.18,0.36,0
7063,2017-10-01,0,742,16.0,77,11.7,50.86,0.36,0.34,0.18,0
7063,2017-11-01,0,742,19.0,19,11.7,10.9,0.32,6.41,0.34,0
7063,2017-12-01,0,742,16.0,23,11.7,23.61,0.57,10.29,6.41,0
7063,2018-01-01,0,742,26.0,31,11.7,34.51,0.61,9.3,10.29,0
7063,2018-02-01,0,742,44.0,63,11.7,74.47,0.65,5.32,9.3,0
7063,2018-03-01,0,742,27.0,53,11.7,67.2,0.7,3.17,5.32,0
7063,2018-04-01,0,742,23.0,61,11.7,59.94,0.54,4.29,3.17,0
7063,2018-05-01,0,742,27.0,52,11.7,50.86,0.54,0.62,4.29,0
7063,2018-06-01,0,742,24.0,40,11.7,38.14,0.52,0.61,0.62,0
7063,2018-07-01,0,742,31.0,45,11.7,45.41,0.56,4.0,0.61,0
7063,2018-08-01,0,742,12.0,31,11.7,34.51,0.61,0.23,4.0,0
7063,2018-09-01,0,742,23.0,37,11.7,30.88,0.46,0.36,0.23,0
7063,2018-10-01,0,742,28.0,47,11.7,43.59,0.51,0.56,0.36,0
7064,2017-08-01,0,47,1.0,1,7.0,452.69,1.0,0.36,0.82,1
7065,2016-12-01,1,403,14.0,24,1.1,73.89,0.5,4.39,1.55,0
7065,2017-01-01,1,403,14.0,47,1.1,104.67,0.36,5.64,4.39,0
7065,2017-02-01,1,403,3.0,23,1.1,86.2,0.61,3.42,5.64,0
7065,2017-03-01,1,403,14.0,29,1.1,49.26,0.28,5.78,3.42,0
7065,2017-04-01,1,403,14.0,29,1.1,49.26,0.28,4.8,5.78,0
7065,2017-05-01,1,403,14.0,24,1.1,98.52,0.67,0.57,4.8,0
7065,2017-06-01,1,403,14.0,33,1.1,92.36,0.45,1.12,0.57,0
7065,2017-07-01,1,403,32.0,32,1.1,104.67,0.53,0.82,1.12,0
7065,2017-08-01,1,403,30.0,30,1.1,86.2,0.47,0.36,0.82,0
7065,2017-09-01,1,403,35.0,35,1.1,104.67,0.49,0.18,0.36,0
7065,2017-10-01,1,403,34.0,34,1.1,86.2,0.41,0.34,0.18,0
7065,2017-11-01,1,403,21.0,21,1.1,49.26,0.38,6.41,0.34,0
7065,2017-12-01,1,403,17.0,17,1.1,30.79,0.29,10.29,6.41,0
7065,2018-01-01,1,403,50.0,50,1.1,147.78,0.48,9.3,10.29,0
7065,2018-02-01,1,403,33.0,33,1.1,80.04,0.39,5.32,9.3,0
7065,2018-03-01,1,403,67.0,67,1.1,73.89,0.18,3.17,5.32,0
7065,2018-04-01,1,403,49.0,49,1.1,147.78,0.49,4.29,3.17,0
7065,2018-05-01,1,403,31.0,31,1.1,80.04,0.42,0.62,4.29,0
7065,2018-06-01,1,403,31.0,31,1.1,73.89,0.39,0.61,0.62,0
7065,2018-07-01,1,403,22.0,22,1.1,43.1,0.32,4.0,0.61,0
7065,2018-08-01,1,403,23.0,23,1.1,30.79,0.22,0.23,4.0,0
7065,2018-09-01,1,403,67.0,67,1.1,227.82,0.55,0.36,0.23,0
7065,2018-10-01,1,403,62.0,62,1.1,178.56,0.47,0.56,0.36,0
7066,2016-12-01,1,803,14.0,63,0.2,40.32,0.41,4.39,1.55,0
7066,2017-01-01,1,803,1.0,146,0.2,116.31,0.51,5.64,4.39,0
7066,2017-02-01,1,803,27.0,128,0.2,97.7,0.49,3.42,5.64,0
7066,2017-03-01,1,803,14.0,119,0.2,82.19,0.45,5.78,3.42,0
7066,2017-04-01,1,803,14.0,84,0.2,80.64,0.62,4.8,5.78,0
7066,2017-05-01,1,803,14.0,98,0.2,93.05,0.61,0.57,4.8,0
7066,2017-06-01,1,803,2.0,77,0.2,82.19,0.69,1.12,0.57,0
7066,2017-07-01,1,803,137.0,137,0.2,127.17,0.6,0.82,1.12,0
7066,2017-08-01,1,803,154.0,154,0.2,122.52,0.51,0.36,0.82,0
7066,2017-09-01,1,803,119.0,119,0.2,82.19,0.45,0.18,0.36,0
7066,2017-10-01,1,803,124.0,124,0.2,91.5,0.48,0.34,0.18,0
7066,2017-11-01,1,803,108.0,108,0.2,72.89,0.44,6.41,0.34,0
7066,2017-12-01,1,803,81.0,81,0.2,62.03,0.49,10.29,6.41,0
7066,2018-01-01,1,803,110.0,110,0.2,89.95,0.53,9.3,10.29,0
7066,2018-02-01,1,803,102.0,102,0.2,65.14,0.41,5.32,9.3,0
7066,2018-03-01,1,803,203.0,203,0.2,120.97,0.38,3.17,5.32,0
7066,2018-04-01,1,803,123.0,123,0.2,85.3,0.45,4.29,3.17,0
7066,2018-05-01,1,803,101.0,101,0.2,82.19,0.52,0.62,4.29,0
7066,2018-06-01,1,803,92.0,92,0.2,51.18,0.36,0.61,0.62,0
7066,2018-07-01,1,803,79.0,83,0.2,55.83,0.43,4.0,0.61,0
7066,2018-08-01,1,803,71.0,71,0.2,46.53,0.42,0.23,4.0,0
7066,2018-09-01,1,803,94.0,94,0.2,69.79,0.48,0.36,0.23,0
7066,2018-10-01,1,803,121.0,121,0.2,82.19,0.44,0.56,0.36,0
7068,2016-12-01,1,308,14.0,23,3.6,84.33,0.35,4.39,1.55,0
7068,2017-01-01,1,308,14.0,65,3.6,347.87,0.51,5.64,4.39,0
7068,2017-02-01,1,308,5.0,51,3.6,263.54,0.49,3.42,5.64,0
7068,2017-03-01,1,308,14.0,38,3.6,168.66,0.42,5.78,3.42,0
7068,2017-04-01,1,308,14.0,25,3.6,137.04,0.52,4.8,5.78,0
7068,2017-05-01,1,308,14.0,27,3.6,231.91,0.81,0.57,4.8,0
7068,2017-06-01,1,308,1.0,31,3.6,189.75,0.58,1.12,0.57,0
7068,2017-07-01,1,308,30.0,30,3.6,179.2,0.57,0.82,1.12,0
7068,2017-08-01,1,308,49.0,49,3.6,231.91,0.45,0.36,0.82,0
7068,2017-09-01,1,308,50.0,50,3.6,210.83,0.4,0.18,0.36,0
7068,2017-10-01,1,308,45.0,45,3.6,158.12,0.33,0.34,0.18,0
7068,2017-11-01,1,308,32.0,32,3.6,126.5,0.38,6.41,0.34,0
7068,2017-12-01,1,308,37.0,37,3.6,126.5,0.32,10.29,6.41,0
7068,2018-01-01,1,308,49.0,49,3.6,263.54,0.51,9.3,10.29,0
7068,2018-02-01,1,308,26.0,26,3.6,115.96,0.42,5.32,9.3,0
7068,2018-03-01,1,308,54.0,54,3.6,231.91,0.41,3.17,5.32,0
7068,2018-04-01,1,308,53.0,53,3.6,179.2,0.32,4.29,3.17,0
7068,2018-05-01,1,308,25.0,25,3.6,115.96,0.44,0.62,4.29,0
7068,2018-06-01,1,308,32.0,32,3.6,126.5,0.38,0.61,0.62,0
7068,2018-07-01,1,308,30.0,30,3.6,94.87,0.3,4.0,0.61,0
7068,2018-08-01,1,308,29.0,30,3.6,84.33,0.27,0.23,4.0,0
7068,2018-09-01,1,308,31.0,31,3.6,94.87,0.29,0.36,0.23,0
7068,2018-10-01,1,308,40.0,40,3.6,158.12,0.38,0.56,0.36,0
7069,2016-12-01,1,1267,0.0,46,7.3,10.59,0.37,4.39,1.55,0
7069,2017-01-01,1,1267,2.0,143,7.3,42.98,0.48,5.64,4.39,0
7069,2017-02-01,1,1267,33.0,145,7.3,42.36,0.47,3.42,5.64,0
7069,2017-03-01,1,1267,0.0,98,7.3,29.9,0.49,5.78,3.42,0
7069,2017-04-01,1,1267,0.0,97,7.3,27.41,0.45,4.8,5.78,0
7069,2017-05-01,1,1267,14.0,64,7.3,15.57,0.39,0.57,4.8,0
7069,2017-06-01,1,1267,0.0,75,7.3,28.03,0.6,1.12,0.57,0
7069,2017-07-01,1,1267,110.0,113,7.3,36.13,0.51,0.82,1.12,0
7069,2017-08-01,1,1267,115.0,129,7.3,38.62,0.48,0.36,0.82,0
7069,2017-09-01,1,1267,83.0,99,7.3,31.77,0.52,0.18,0.36,0
