village_code,visit_month,spray_status,total_residents,clinic_tests,total_rdts,avg_distance_to_health_facility_km,incidence_per_1000,positivity_rate,rainfall,prev_month_rainfall,dist_missing
7001,2016-12-01,1,1273,0.0,66,7.0,20.98,0.52,4.39,1.55,1
7001,2017-01-01,1,1273,0.0,105,7.0,48.13,0.74,5.64,4.39,1
7001,2017-02-01,1,1273,0.0,105,7.0,46.9,0.72,3.42,5.64,1
7001,2017-03-01,1,1273,0.0,49,7.0,20.36,0.67,5.78,3.42,1
7001,2017-04-01,1,1273,14.0,101,7.0,47.52,0.76,4.8,5.78,1
7001,2017-05-01,1,1273,1.0,65,7.0,35.79,0.89,0.57,4.8,1
7001,2017-06-01,1,1273,48.0,116,7.0,58.01,0.81,1.12,0.57,1
7001,2017-07-01,1,1273,58.0,112,7.0,38.26,0.55,0.82,1.12,1
7001,2017-08-01,1,1273,67.0,133,7.0,59.24,0.72,0.36,0.82,1
7001,2017-09-01,1,1273,44.0,78,7.0,34.56,0.72,0.18,0.36,1
7001,2017-10-01,1,1273,49.0,95,7.0,38.26,0.65,0.34,0.18,1
7001,2017-11-01,1,1273,40.0,68,7.0,29.62,0.71,6.41,0.34,1
7001,2017-12-01,1,1273,39.0,72,7.0,29.62,0.67,10.29,6.41,1
7001,2018-01-01,1,1273,56.0,98,7.0,35.79,0.59,9.3,10.29,1
7001,2018-02-01,1,1273,56.0,177,7.0,74.67,0.68,5.32,9.3,1
7001,2018-03-01,1,1273,74.0,206,7.0,88.86,0.7,3.17,5.32,1
7001,2018-04-01,1,1273,49.0,111,7.0,49.37,0.72,4.29,3.17,1
7001,2018-05-01,1,1273,88.0,148,7.0,57.39,0.63,0.62,4.29,1
7001,2018-06-01,1,1273,76.0,97,7.0,40.11,0.67,0.61,0.62,1
7001,2018-07-01,1,1273,48.0,94,7.0,43.2,0.74,4.0,0.61,1
7001,2018-08-01,1,1273,66.0,98,7.0,40.73,0.67,0.23,4.0,1
7001,2018-09-01,1,1273,38.0,85,7.0,30.24,0.58,0.36,0.23,1
7001,2018-10-01,1,1273,47.0,70,7.0,21.6,0.5,0.56,0.36,1
7002,2016-12-01,1,1500,14.0,1,7.6,0.0,0.0,4.39,1.55,0
7002,2017-01-01,1,1500,14.0,15,7.6,4.89,0.73,5.64,4.39,0
7002,2017-02-01,1,1500,0.0,10,7.6,3.11,0.7,3.42,5.64,0
7002,2017-03-01,1,1500,0.0,9,7.6,2.67,0.67,5.78,3.42,0
7002,2017-04-01,1,1500,0.0,12,7.6,2.67,0.5,4.8,5.78,0
7002,2017-05-01,1,1500,2.0,20,7.6,5.33,0.6,0.57,4.8,0
7002,2017-06-01,1,1500,10.0,18,7.6,6.67,0.83,1.12,0.57,0
7002,2017-07-01,1,1500,11.0,11,7.6,2.67,0.55,0.82,1.12,0
7002,2017-08-01,1,1500,13.0,14,7.6,4.0,0.64,0.36,0.82,0
7002,2017-09-01,1,1500,9.0,9,7.6,3.11,0.78,0.18,0.36,0
7002,2017-10-01,1,1500,7.0,7,7.6,1.33,0.43,0.34,0.18,0
7002,2017-11-01,1,1500,4.0,4,7.6,0.44,0.25,6.41,0.34,0
7002,2017-12-01,1,1500,5.0,6,7.6,0.89,0.33,10.29,6.41,0
7002,2018-01-01,1,1500,13.0,13,7.6,2.22,0.38,9.3,10.29,0
7002,2018-02-01,1,1500,14.0,14,7.6,2.67,0.43,5.32,9.3,0
7002,2018-03-01,1,1500,5.0,8,7.6,2.22,0.62,3.17,5.32,0
7002,2018-04-01,1,1500,10.0,12,7.6,4.0,0.75,4.29,3.17,0
7002,2018-05-01,1,1500,9.0,10,7.6,2.22,0.5,0.62,4.29,0
7002,2018-06-01,1,1500,10.0,11,7.6,3.56,0.73,0.61,0.62,0
7002,2018-07-01,1,1500,11.0,14,7.6,3.56,0.57,4.0,0.61,0
7002,2018-08-01,1,1500,4.0,4,7.6,0.89,0.5,0.23,4.0,0
7002,2018-09-01,1,1500,6.0,6,7.6,1.78,0.67,0.36,0.23,0
7003,2016-12-01,0,3631,14.0,54,1.8,1.9,0.46,4.39,1.55,0
7003,2017-01-01,0,3631,1.0,159,1.8,6.75,0.56,5.64,4.39,0
7003,2017-02-01,0,3631,14.0,250,1.8,14.26,0.75,3.42,5.64,0
7003,2017-03-01,0,3631,14.0,145,1.8,7.28,0.66,5.78,3.42,0
7003,2017-04-01,0,3631,1.0,100,1.8,5.08,0.67,4.8,5.78,0
7003,2017-05-01,0,3631,1.0,172,1.8,9.63,0.74,0.57,4.8,0
7003,2017-06-01,0,3631,89.0,159,1.8,8.12,0.67,1.12,0.57,0
7003,2017-07-01,0,3631,139.0,140,1.8,5.23,0.49,0.82,1.12,0
7003,2017-08-01,0,3631,112.0,114,1.8,4.7,0.54,0.36,0.82,0
7003,2017-09-01,0,3631,78.0,78,1.8,2.96,0.5,0.18,0.36,0
7003,2017-10-01,0,3631,112.0,114,1.8,4.48,0.52,0.34,0.18,0
7003,2017-11-01,0,3631,49.0,50,1.8,1.44,0.38,6.41,0.34,0
7003,2017-12-01,0,3631,57.0,58,1.8,1.14,0.26,10.29,6.41,0
7003,2018-01-01,0,3631,152.0,152,1.8,6.07,0.53,9.3,10.29,0
7003,2018-02-01,0,3631,105.0,106,1.8,4.63,0.58,5.32,9.3,0
7003,2018-03-01,0,3631,190.0,192,1.8,5.23,0.36,3.17,5.32,0
7003,2018-04-01,0,3631,224.0,226,1.8,9.63,0.56,4.29,3.17,0
7003,2018-05-01,0,3631,218.0,221,1.8,11.91,0.71,0.62,4.29,0
7003,2018-06-01,0,3631,154.0,166,1.8,9.03,0.72,0.61,0.62,0
7003,2018-07-01,0,3631,125.0,127,1.8,5.69,0.59,4.0,0.61,0
7003,2018-08-01,0,3631,139.0,143,1.8,5.08,0.47,0.23,4.0,0
7003,2018-09-01,0,3631,214.0,217,1.8,11.53,0.7,0.36,0.23,0
7003,2018-10-01,0,3631,162.0,165,1.8,6.83,0.55,0.56,0.36,0
7004,2016-12-01,1,5192,14.0,249,0.7,4.86,0.53,4.39,1.55,0
7004,2017-01-01,1,5192,0.0,588,0.7,13.17,0.6,5.64,4.39,0
7004,2017-02-01,1,5192,14.0,1104,0.7,26.56,0.65,3.42,5.64,0
7004,2017-03-01,1,5192,1.0,841,0.7,18.33,0.59,5.78,3.42,0
7004,2017-04-01,1,5192,3.0,759,0.7,16.47,0.58,4.8,5.78,0
7004,2017-05-01,1,5192,2.0,1042,0.7,24.11,0.62,0.57,4.8,0
7004,2017-06-01,1,5192,423.0,835,0.7,19.51,0.63,1.12,0.57,0
7004,2017-07-01,1,5192,780.0,782,0.7,14.99,0.52,0.82,1.12,0
7004,2017-08-01,1,5192,551.0,552,0.7,9.5,0.46,0.36,0.82,0
7004,2017-09-01,1,5192,534.0,535,0.7,9.39,0.47,0.18,0.36,0
7004,2017-10-01,1,5192,466.0,472,0.7,8.61,0.49,0.34,0.18,0
7004,2017-11-01,1,5192,160.0,161,0.7,2.19,0.37,6.41,0.34,0
7004,2017-12-01,1,5192,158.0,158,0.7,2.04,0.35,10.29,6.41,0
7004,2018-01-01,1,5192,322.0,326,0.7,5.38,0.44,9.3,10.29,0
7004,2018-02-01,1,5192,202.0,202,0.7,3.0,0.4,5.32,9.3,0
7004,2018-03-01,1,5192,310.0,310,0.7,3.64,0.32,3.17,5.32,0
7004,2018-04-01,1,5192,308.0,309,0.7,4.93,0.43,4.29,3.17,0
7004,2018-05-01,1,5192,353.0,355,0.7,8.87,0.67,0.62,4.29,0
7004,2018-06-01,1,5192,259.0,263,0.7,6.12,0.63,0.61,0.62,0
7004,2018-07-01,1,5192,251.0,252,0.7,5.12,0.55,4.0,0.61,0
7004,2018-08-01,1,5192,226.0,228,0.7,4.12,0.49,0.23,4.0,0
7004,2018-09-01,1,5192,309.0,317,0.7,6.05,0.51,0.36,0.23,0
7004,2018-10-01,1,5192,265.0,268,0.7,4.49,0.45,0.56,0.36,0
7005,2016-12-01,1,2449,14.0,46,0.9,2.83,0.37,4.39,1.55,0
7005,2017-01-01,1,2449,14.0,110,0.9,12.5,0.68,5.64,4.39,0
7005,2017-02-01,1,2449,14.0,37,0.9,5.0,0.81,3.42,5.64,0
7005,2017-03-01,1,2449,14.0,35,0.9,4.17,0.71,5.78,3.42,0
7005,2017-04-01,1,2449,14.0,31,0.9,3.83,0.74,4.8,5.78,0
7005,2017-05-01,1,2449,2.0,45,0.9,6.17,0.82,0.57,4.8,0
7005,2017-07-01,1,2449,10.0,10,0.9,0.83,0.5,0.82,0.57,0
7005,2017-08-01,1,2449,9.0,10,0.9,0.83,0.5,0.36,0.82,0
7005,2017-09-01,1,2449,31.0,32,0.9,2.33,0.44,0.18,0.36,0
7005,2017-10-01,1,2449,67.0,67,0.9,4.84,0.43,0.34,0.18,0
7005,2017-11-01,1,2449,91.0,93,0.9,5.17,0.33,6.41,0.34,0
7005,2017-12-01,1,2449,143.0,143,0.9,8.17,0.34,10.29,6.41,0
7005,2018-01-01,1,2449,194.0,195,0.9,14.17,0.44,9.3,10.29,0
7005,2018-02-01,1,2449,212.0,214,0.9,13.34,0.37,5.32,9.3,0
7005,2018-03-01,1,2449,332.0,334,0.9,19.01,0.34,3.17,5.32,0
7005,2018-04-01,1,2449,292.0,292,0.9,17.01,0.35,4.29,3.17,0
7005,2018-05-01,1,2449,247.0,248,0.9,24.34,0.59,0.62,4.29,0
7005,2018-06-01,1,2449,196.0,198,0.9,18.01,0.55,0.61,0.62,0
7005,2018-07-01,1,2449,165.0,167,0.9,12.5,0.45,4.0,0.61,0
7005,2018-08-01,1,2449,178.0,180,0.9,9.34,0.31,0.23,4.0,0
7005,2018-09-01,1,2449,221.0,221,0.9,15.34,0.42,0.36,0.23,0
7005,2018-10-01,1,2449,190.0,191,0.9,12.17,0.38,0.56,0.36,0
7006,2017-01-01,1,2173,14.0,3,7.0,0.42,0.67,5.64,4.39,1
7006,2017-03-01,1,2173,1.0,1,7.0,0.21,1.0,5.78,3.42,1
7006,2017-04-01,1,2173,14.0,1,7.0,0.0,0.0,4.8,5.78,1
7006,2017-05-01,1,2173,3.0,3,7.0,0.42,0.67,0.57,4.8,1
7006,2017-06-01,1,2173,1.0,2,7.0,0.42,1.0,1.12,0.57,1
7006,2017-07-01,1,2173,11.0,11,7.0,1.27,0.55,0.82,1.12,1
7006,2017-08-01,1,2173,21.0,24,7.0,2.96,0.58,0.36,0.82,1
7006,2017-09-01,1,2173,50.0,53,7.0,6.14,0.55,0.18,0.36,1
7006,2017-10-01,1,2173,83.0,84,7.0,8.47,0.48,0.34,0.18,1
7006,2017-11-01,1,2173,151.0,152,7.0,13.55,0.42,6.41,0.34,1
7006,2017-12-01,1,2173,140.0,141,7.0,12.49,0.42,10.29,6.41,1
7006,2018-01-01,1,2173,212.0,212,7.0,21.18,0.47,9.3,10.29,1
7006,2018-02-01,1,2173,251.0,253,7.0,24.57,0.46,5.32,9.3,1
7006,2018-03-01,1,2173,336.0,337,7.0,36.43,0.51,3.17,5.32,1
7006,2018-04-01,1,2173,296.0,298,7.0,35.79,0.57,4.29,3.17,1
7006,2018-05-01,1,2173,374.0,375,7.0,53.79,0.68,0.62,4.29,1
7006,2018-06-01,1,2173,265.0,269,7.0,34.94,0.61,0.61,0.62,1
7006,2018-07-01,1,2173,203.0,211,7.0,26.47,0.59,4.0,0.61,1
7006,2018-08-01,1,2173,240.0,240,7.0,19.06,0.38,0.23,4.0,1
7006,2018-09-01,1,2173,282.0,287,7.0,33.67,0.55,0.36,0.23,1
7006,2018-10-01,1,2173,278.0,278,7.0,30.5,0.52,0.56,0.36,1
7007,2016-12-01,0,1525,14.0,37,7.0,9.46,0.59,4.39,1.55,1
7007,2017-01-01,0,1525,14.0,92,7.0,22.36,0.57,5.64,4.39,1
7007,2017-02-01,0,1525,0.0,155,7.0,42.57,0.64,3.42,5.64,1
7007,2017-03-01,0,1525,14.0,88,7.0,23.22,0.61,5.78,3.42,1
7007,2017-04-01,0,1525,14.0,113,7.0,27.95,0.58,4.8,5.78,1
7007,2017-05-01,0,1525,1.0,128,7.0,32.68,0.59,0.57,4.8,1
7007,2017-06-01,0,1525,55.0,98,7.0,24.51,0.58,1.12,0.57,1
7007,2017-07-01,0,1525,74.0,74,7.0,9.46,0.3,0.82,1.12,1
7007,2017-08-01,0,1525,61.0,61,7.0,9.03,0.34,0.36,0.82,1
7007,2017-09-01,0,1525,71.0,72,7.0,7.74,0.25,0.18,0.36,1
7007,2017-10-01,0,1525,80.0,80,7.0,12.04,0.35,0.34,0.18,1
7007,2017-11-01,0,1525,50.0,52,7.0,7.74,0.35,6.41,0.34,1
7007,2017-12-01,0,1525,64.0,65,7.0,9.89,0.35,10.29,6.41,1
7007,2018-01-01,0,1525,114.0,114,7.0,18.92,0.39,9.3,10.29,1
7007,2018-02-01,0,1525,120.0,120,7.0,17.63,0.34,5.32,9.3,1
7007,2018-03-01,0,1525,149.0,149,7.0,26.66,0.42,3.17,5.32,1
7007,2018-04-01,0,1525,176.0,177,7.0,47.3,0.62,4.29,3.17,1
7007,2018-05-01,0,1525,207.0,208,7.0,64.93,0.73,0.62,4.29,1
7007,2018-06-01,0,1525,104.0,107,7.0,29.24,0.64,0.61,0.62,1
7007,2018-07-01,0,1525,82.0,83,7.0,16.34,0.46,4.0,0.61,1
7007,2018-08-01,0,1525,103.0,103,7.0,18.92,0.43,0.23,4.0,1
7007,2018-09-01,0,1525,115.0,116,7.0,26.23,0.53,0.36,0.23,1
7007,2018-10-01,0,1525,93.0,93,7.0,14.19,0.35,0.56,0.36,1
7008,2016-12-01,1,2445,14.0,43,0.8,2.17,0.3,4.39,1.55,0
7008,2017-01-01,1,2445,14.0,155,0.8,16.06,0.62,5.64,4.39,0
7008,2017-02-01,1,2445,14.0,233,0.8,26.1,0.67,3.42,5.64,0
7008,2017-03-01,1,2445,0.0,153,0.8,14.55,0.57,5.78,3.42,0
7008,2017-04-01,1,2445,0.0,102,0.8,11.04,0.65,4.8,5.78,0
7008,2017-05-01,1,2445,1.0,247,0.8,23.08,0.56,0.57,4.8,0
7008,2017-06-01,1,2445,81.0,188,0.8,16.9,0.54,1.12,0.57,0
7008,2017-07-01,1,2445,157.0,159,0.8,13.38,0.5,0.82,1.12,0
7008,2017-08-01,1,2445,148.0,149,0.8,10.04,0.4,0.36,0.82,0
7008,2017-09-01,1,2445,137.0,139,0.8,9.2,0.4,0.18,0.36,0
7008,2017-10-01,1,2445,134.0,134,0.8,7.36,0.33,0.34,0.18,0
7008,2017-11-01,1,2445,91.0,91,0.8,5.02,0.33,6.41,0.34,0
7008,2017-12-01,1,2445,103.0,104,0.8,7.19,0.41,10.29,6.41,0
7008,2018-01-01,1,2445,204.0,207,0.8,17.06,0.49,9.3,10.29,0
7008,2018-02-01,1,2445,217.0,217,0.8,14.05,0.39,5.32,9.3,0
7008,2018-03-01,1,2445,318.0,320,0.8,21.75,0.41,3.17,5.32,0
7008,2018-04-01,1,2445,245.0,251,0.8,22.42,0.53,4.29,3.17,0
7008,2018-05-01,1,2445,337.0,340,0.8,39.48,0.69,0.62,4.29,0
7008,2018-06-01,1,2445,160.0,161,0.8,14.89,0.55,0.61,0.62,0
7008,2018-07-01,1,2445,159.0,162,0.8,13.22,0.49,4.0,0.61,0
7008,2018-08-01,1,2445,216.0,216,0.8,15.39,0.43,0.23,4.0,0
7008,2018-09-01,1,2445,258.0,261,0.8,16.9,0.39,0.36,0.23,0
7008,2018-10-01,1,2445,145.0,146,0.8,10.2,0.42,0.56,0.36,0
7009,2016-12-01,0,1647,14.0,49,1.0,10.69,0.59,4.39,1.55,0
7009,2017-01-01,0,1647,14.0,77,1.0,16.22,0.57,5.64,4.39,0
7009,2017-02-01,0,1647,14.0,168,1.0,40.55,0.65,3.42,5.64,0
7009,2017-03-01,0,1647,14.0,109,1.0,23.59,0.59,5.78,3.42,0
7009,2017-04-01,0,1647,2.0,136,1.0,28.39,0.57,4.8,5.78,0
7009,2017-05-01,0,1647,0.0,161,1.0,40.55,0.68,0.57,4.8,0
7009,2017-06-01,0,1647,70.0,119,1.0,26.17,0.6,1.12,0.57,0
7009,2017-07-01,0,1647,121.0,121,1.0,24.33,0.55,0.82,1.12,0
7009,2017-08-01,0,1647,107.0,107,1.0,18.8,0.48,0.36,0.82,0
7009,2017-09-01,0,1647,93.0,95,1.0,16.22,0.46,0.18,0.36,0
7009,2017-10-01,0,1647,84.0,84,1.0,15.11,0.49,0.34,0.18,0
7009,2017-11-01,0,1647,66.0,66,1.0,9.95,0.41,6.41,0.34,0
7009,2017-12-01,0,1647,87.0,88,1.0,15.11,0.47,10.29,6.41,0
7009,2018-01-01,0,1647,155.0,159,1.0,33.92,0.58,9.3,10.29,0
7009,2018-02-01,0,1647,157.0,158,1.0,28.75,0.49,5.32,9.3,0
7009,2018-03-01,0,1647,172.0,175,1.0,29.49,0.46,3.17,5.32,0
7009,2018-04-01,0,1647,210.0,211,1.0,49.03,0.63,4.29,3.17,0
7009,2018-05-01,0,1647,218.0,220,1.0,58.62,0.72,0.62,4.29,0
7009,2018-06-01,0,1647,122.0,122,1.0,28.02,0.62,0.61,0.62,0
7009,2018-07-01,0,1647,113.0,114,1.0,24.33,0.58,4.0,0.61,0
7009,2018-08-01,0,1647,124.0,124,1.0,26.17,0.57,0.23,4.0,0
7009,2018-09-01,0,1647,117.0,117,1.0,22.12,0.51,0.36,0.23,0
7009,2018-10-01,0,1647,102.0,102,1.0,14.75,0.39,0.56,0.36,0
7010,2016-12-01,0,887,14.0,39,7.0,36.86,0.74,4.39,1.55,1
7010,2017-01-01,0,887,14.0,70,7.0,58.47,0.66,5.64,4.39,1
7010,2017-02-01,0,887,14.0,71,7.0,64.82,0.72,3.42,5.64,1
7010,2017-03-01,0,887,14.0,46,7.0,33.05,0.57,5.78,3.42,1
7010,2017-04-01,0,887,14.0,60,7.0,50.84,0.67,4.8,5.78,1
7010,2017-05-01,0,887,14.0,74,7.0,72.45,0.77,0.57,4.8,1
7010,2017-06-01,0,887,36.0,69,7.0,64.82,0.74,1.12,0.57,1
7010,2017-07-01,0,887,53.0,53,7.0,39.4,0.58,0.82,1.12,1
7010,2017-08-01,0,887,66.0,66,7.0,53.38,0.64,0.36,0.82,1
7010,2017-09-01,0,887,63.0,63,7.0,59.74,0.75,0.18,0.36,1
7010,2017-10-01,0,887,53.0,53,7.0,44.49,0.66,0.34,0.18,1
7010,2017-11-01,0,887,35.0,35,7.0,30.5,0.69,6.41,0.34,1
7010,2017-12-01,0,887,59.0,59,7.0,49.57,0.66,10.29,6.41,1
7010,2018-01-01,0,887,65.0,67,7.0,57.2,0.67,9.3,10.29,1
7010,2018-02-01,0,887,61.0,62,7.0,53.38,0.68,5.32,9.3,1
7010,2018-03-01,0,887,86.0,87,7.0,68.64,0.62,3.17,5.32,1
7010,2018-04-01,0,887,64.0,65,7.0,62.28,0.75,4.29,3.17,1
7010,2018-05-01,0,887,97.0,99,7.0,99.14,0.79,0.62,4.29,1
7010,2018-06-01,0,887,52.0,53,7.0,54.65,0.81,0.61,0.62,1
7010,2018-07-01,0,887,66.0,66,7.0,53.38,0.64,4.0,0.61,1
7010,2018-08-01,0,887,56.0,57,7.0,59.74,0.82,0.23,4.0,1
7010,2018-09-01,0,887,66.0,66,7.0,54.65,0.65,0.36,0.23,1
7010,2018-10-01,0,887,61.0,62,7.0,45.76,0.58,0.56,0.36,1
7011,2016-12-01,1,2076,14.0,5,2.8,0.7,0.6,4.39,1.55,0
7011,2017-01-01,1,2076,14.0,32,2.8,4.41,0.59,5.64,4.39,0
7011,2017-02-01,1,2076,14.0,71,2.8,12.3,0.75,3.42,5.64,0
7011,2017-03-01,1,2076,14.0,43,2.8,6.26,0.63,5.78,3.42,0
7011,2017-04-01,1,2076,1.0,46,2.8,8.59,0.8,4.8,5.78,0
7011,2017-05-01,1,2076,14.0,62,2.8,12.3,0.85,0.57,4.8,0
7011,2017-06-01,1,2076,25.0,62,2.8,12.07,0.84,1.12,0.57,0
7011,2017-07-01,1,2076,66.0,66,2.8,9.98,0.65,0.82,1.12,0
7011,2017-08-01,1,2076,51.0,51,2.8,10.44,0.88,0.36,0.82,0
7011,2017-09-01,1,2076,65.0,67,2.8,9.51,0.61,0.18,0.36,0
7011,2017-10-01,1,2076,38.0,38,2.8,5.8,0.66,0.34,0.18,0
7011,2017-11-01,1,2076,28.0,28,2.8,3.02,0.46,6.41,0.34,0
7011,2017-12-01,1,2076,22.0,22,2.8,2.09,0.41,10.29,6.41,0
7011,2018-01-01,1,2076,43.0,43,2.8,4.87,0.49,9.3,10.29,0
7011,2018-02-01,1,2076,64.0,66,2.8,8.35,0.55,5.32,9.3,0
7011,2018-03-01,1,2076,58.0,58,2.8,7.89,0.59,3.17,5.32,0
7011,2018-04-01,1,2076,58.0,58,2.8,6.73,0.5,4.29,3.17,0
7011,2018-05-01,1,2076,79.0,79,2.8,14.39,0.78,0.62,4.29,0
7011,2018-06-01,1,2076,74.0,76,2.8,14.15,0.8,0.61,0.62,0
7011,2018-07-01,1,2076,49.0,49,2.8,6.96,0.61,4.0,0.61,0
7011,2018-08-01,1,2076,64.0,64,2.8,9.51,0.64,0.23,4.0,0
7011,2018-09-01,1,2076,52.0,53,2.8,8.82,0.72,0.36,0.23,0
7011,2018-10-01,1,2076,46.0,47,2.8,8.12,0.74,0.56,0.36,0
7012,2016-12-01,1,846,14.0,1,11.0,0.0,0.0,4.39,1.55,0
7012,2017-01-01,1,846,14.0,3,11.0,2.79,0.67,5.64,4.39,0
7012,2017-02-01,1,846,14.0,6,11.0,5.59,0.67,3.42,5.64,0
7012,2017-03-01,1,846,14.0,3,11.0,2.79,0.67,5.78,3.42,0
7012,2017-04-01,1,846,14.0,3,11.0,2.79,0.67,4.8,5.78,0
7012,2017-05-01,1,846,14.0,3,11.0,2.79,0.67,0.57,4.8,0
7012,2017-06-01,1,846,2.0,4,11.0,4.19,0.75,1.12,0.57,0
7012,2017-07-01,1,846,5.0,5,11.0,5.59,0.8,0.82,1.12,0
7012,2017-08-01,1,846,4.0,4,11.0,2.79,0.5,0.36,0.82,0
7012,2017-10-01,1,846,1.0,1,11.0,0.0,0.0,0.34,0.36,0
7012,2018-01-01,1,846,3.0,3,11.0,2.79,0.67,9.3,0.34,0
7012,2018-03-01,1,846,3.0,4,11.0,2.79,0.5,3.17,9.3,0
7012,2018-04-01,1,846,4.0,4,11.0,5.59,1.0,4.29,3.17,0
7012,2018-05-01,1,846,4.0,4,11.0,4.19,0.75,0.62,4.29,0
7012,2018-06-01,1,846,11.0,11,11.0,12.57,0.82,0.61,0.62,0
7012,2018-07-01,1,846,11.0,11,11.0,11.18,0.73,4.0,0.61,0
7012,2018-08-01,1,846,2.0,2,11.0,1.4,0.5,0.23,4.0,0
7012,2018-09-01,1,846,5.0,5,11.0,5.59,0.8,0.36,0.23,0
7012,2018-10-01,1,846,2.0,2,11.0,0.0,0.0,0.56,0.36,0
7013,2016-12-01,0,854,0.0,4,12.6,4.11,0.75,4.39,1.55,0
7013,2017-01-01,0,854,0.0,22,12.6,26.05,0.86,5.64,4.39,0
7013,2017-02-01,0,854,0.0,15,12.6,12.34,0.6,3.42,5.64,0
7013,2017-03-01,0,854,0.0,7,12.6,8.23,0.86,5.78,3.42,0
7013,2017-04-01,0,854,0.0,10,12.6,8.23,0.6,4.8,5.78,0
7013,2017-05-01,0,854,0.0,9,12.6,6.86,0.56,0.57,4.8,0
7013,2017-06-01,0,854,4.0,6,12.6,5.48,0.67,1.12,0.57,0
7013,2017-07-01,0,854,4.0,12,12.6,10.97,0.67,0.82,1.12,0
7013,2017-08-01,0,854,2.0,10,12.6,9.6,0.7,0.36,0.82,0
7013,2017-09-01,0,854,1.0,16,12.6,16.45,0.75,0.18,0.36,0
7013,2017-10-01,0,854,3.0,11,12.6,9.6,0.64,0.34,0.18,0
7013,2017-11-01,0,854,3.0,6,12.6,2.74,0.33,6.41,0.34,0
7013,2017-12-01,0,854,4.0,23,12.6,16.45,0.52,10.29,6.41,0
7013,2018-01-01,0,854,3.0,18,12.6,16.45,0.67,9.3,10.29,0
7013,2018-02-01,0,854,0.0,21,12.6,16.45,0.57,5.32,9.3,0
7013,2018-03-01,0,854,4.0,21,12.6,17.82,0.62,3.17,5.32,0
7013,2018-04-01,0,854,7.0,23,12.6,23.31,0.74,4.29,3.17,0
7013,2018-05-01,0,854,4.0,25,12.6,17.82,0.52,0.62,4.29,0
7013,2018-06-01,0,854,5.0,18,12.6,20.57,0.83,0.61,0.62,0
7013,2018-07-01,0,854,6.0,12,12.6,8.23,0.5,4.0,0.61,0
7013,2018-08-01,0,854,6.0,10,12.6,6.86,0.5,0.23,4.0,0
7013,2018-09-01,0,854,7.0,12,12.6,6.86,0.42,0.36,0.23,0
7013,2018-10-01,0,854,5.0,9,12.6,5.48,0.44,0.56,0.36,0
7014,2016-12-01,1,1298,1.0,48,0.1,14.24,0.5,4.39,1.55,0
7014,2017-01-01,1,1298,14.0,108,0.1,37.39,0.58,5.64,4.39,0
7014,2017-02-01,1,1298,14.0,114,0.1,49.26,0.73,3.42,5.64,0
7014,2017-03-01,1,1298,14.0,133,0.1,56.39,0.71,5.78,3.42,0
7014,2017-04-01,1,1298,14.0,79,0.1,26.12,0.56,4.8,5.78,0
7014,2017-05-01,1,1298,1.0,104,0.1,39.17,0.63,0.57,4.8,0
7014,2017-06-01,1,1298,59.0,116,0.1,41.55,0.6,1.12,0.57,0
7014,2017-07-01,1,1298,136.0,136,0.1,48.67,0.6,0.82,1.12,0
7014,2017-08-01,1,1298,109.0,109,0.1,37.39,0.58,0.36,0.82,0
7014,2017-09-01,1,1298,47.0,47,0.1,11.28,0.4,0.18,0.36,0
7014,2017-10-01,1,1298,95.0,95,0.1,24.34,0.43,0.34,0.18,0
7014,2017-11-01,1,1298,90.0,90,0.1,24.93,0.47,6.41,0.34,0
7014,2017-12-01,1,1298,72.0,72,0.1,17.21,0.4,10.29,6.41,0
7014,2018-01-01,1,1298,101.0,102,0.1,23.74,0.39,9.3,10.29,0
7014,2018-02-01,1,1298,163.0,164,0.1,33.24,0.34,5.32,9.3,0
7014,2018-03-01,1,1298,111.0,112,0.1,29.68,0.45,3.17,5.32,0
7014,2018-04-01,1,1298,158.0,158,0.1,56.39,0.6,4.29,3.17,0
7014,2018-05-01,1,1298,185.0,185,0.1,64.1,0.58,0.62,4.29,0
7014,2018-06-01,1,1298,98.0,98,0.1,33.24,0.57,0.61,0.62,0
7014,2018-07-01,1,1298,85.0,86,0.1,26.71,0.52,4.0,0.61,0
7014,2018-08-01,1,1298,119.0,119,0.1,31.46,0.45,0.23,4.0,0
7014,2018-09-01,1,1298,75.0,75,0.1,22.55,0.51,0.36,0.23,0
7014,2018-10-01,1,1298,59.0,59,0.1,14.84,0.42,0.56,0.36,0
7016,2016-12-01,1,950,0.0,2,19.0,2.22,1.0,4.39,1.55,0
7016,2017-01-01,1,950,0.0,14,19.0,15.51,1.0,5.64,4.39,0
7016,2017-04-01,1,950,0.0,4,19.0,4.43,1.0,4.8,5.78,0
7016,2017-05-01,1,950,14.0,1,19.0,1.11,1.0,0.57,4.8,0
7016,2017-07-01,1,950,1.0,3,19.0,2.22,0.67,0.82,0.57,0
7016,2017-08-01,1,950,1.0,8,19.0,7.76,0.88,0.36,0.82,0
7016,2017-09-01,1,950,0.0,6,19.0,2.22,0.33,0.18,0.36,0
7016,2017-10-01,1,950,0.0,5,19.0,4.43,0.8,0.34,0.18,0
7016,2017-11-01,1,950,1.0,2,19.0,1.11,0.5,6.41,0.34,0
7016,2017-12-01,1,950,1.0,1,19.0,0.0,0.0,10.29,6.41,0
7016,2018-03-01,1,950,0.0,5,19.0,5.54,1.0,3.17,10.29,0
