village_code,visit_month,spray_status,total_residents,clinic_tests,total_rdts,avg_distance_to_health_facility_km,incidence_per_1000,positivity_rate,dist_missing,PRECTOTCORR,PRECTOTCORR_SUM,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,prev_PRECTOTCORR,prev2_PRECTOTCORR,prev3_PRECTOTCORR,prev4_PRECTOTCORR,prev_PRECTOTCORR_SUM,prev2_PRECTOTCORR_SUM,prev3_PRECTOTCORR_SUM,prev4_PRECTOTCORR_SUM,prev_RH2M,prev2_RH2M,prev3_RH2M,prev4_RH2M,prev_T2M,prev2_T2M,prev3_T2M,prev4_T2M,prev_T2M_MAX,prev2_T2M_MAX,prev3_T2M_MAX,prev4_T2M_MAX,prev_T2M_MIN,prev2_T2M_MIN,prev3_T2M_MIN,prev4_T2M_MIN,prev_T2M_RANGE,prev2_T2M_RANGE,prev3_T2M_RANGE,prev4_T2M_RANGE,prev_incidence_per_1000
7139,2017-05-01,0,1360,0.0,2,11.4,0.54,0.5,0,0.57,17.62,76.98,24.09,34.48,16.94,10.72,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,22.71
7139,2017-06-01,0,1360,0.0,75,11.4,29.74,0.73,0,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,5.78,3.42,5.64,17.62,179.29,95.65,174.98,76.98,81.43,76.28,80.25,24.09,26.44,28.34,27.93,34.48,34.95,36.88,36.15,16.94,19.6,22.56,22.69,10.72,8.54,9.68,8.54,0.54
7139,2017-07-01,0,1360,13.0,51,11.4,22.17,0.8,0,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,5.78,3.42,33.53,17.62,179.29,95.65,75.51,76.98,81.43,76.28,22.93,24.09,26.44,28.34,33.03,34.48,34.95,36.88,15.85,16.94,19.6,22.56,10.83,10.72,8.54,9.68,29.74
7139,2017-08-01,0,1360,21.0,101,11.4,43.79,0.8,0,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,5.78,25.56,33.53,17.62,179.29,72.81,75.51,76.98,81.43,22.35,22.93,24.09,26.44,34.44,33.03,34.48,34.95,15.09,15.85,16.94,19.6,12.41,10.83,10.72,8.54,22.17
7139,2017-09-01,0,1360,4.0,62,11.4,27.57,0.82,0,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,43.79
7139,2017-10-01,0,1360,13.0,50,11.4,21.09,0.78,0,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,27.57
7139,2017-11-01,0,1360,18.0,31,11.4,12.98,0.77,0,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,21.09
7139,2017-12-01,0,1360,8.0,14,11.4,7.03,0.93,0,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,12.98
7139,2018-01-01,0,1360,11.0,32,11.4,15.14,0.88,0,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,7.03
7139,2018-02-01,0,1360,10.0,10,11.4,3.78,0.7,0,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,15.14
7139,2018-03-01,0,1360,12.0,12,11.4,3.24,0.5,0,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,3.78
7139,2018-04-01,0,1360,6.0,6,11.4,2.7,0.83,0,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,3.24
7139,2018-05-01,0,1360,33.0,33,11.4,9.73,0.55,0,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,2.7
7139,2018-06-01,0,1360,1.0,1,11.4,0.0,0.0,0,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,9.73
7139,2018-07-01,0,1360,2.0,2,11.4,1.08,1.0,0,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,0.0
7139,2018-08-01,0,1360,2.0,2,11.4,1.08,1.0,0,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,1.08
7139,2018-09-01,0,1360,3.0,3,11.4,1.62,1.0,0,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,1.08
7139,2018-10-01,0,1360,6.0,6,11.4,0.54,0.17,0,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,1.62
7140,2016-12-01,0,502,0.0,5,14.6,7.94,0.4,0,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
7140,2017-01-01,0,502,0.0,29,14.6,91.27,0.79,0,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,7.94
7140,2017-02-01,0,502,0.0,10,14.6,31.75,0.8,0,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,91.27
7140,2017-03-01,0,502,0.0,11,14.6,27.78,0.64,0,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,31.75
7140,2017-04-01,0,502,0.0,9,14.6,19.84,0.56,0,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,27.78
7140,2017-06-01,0,502,0.0,8,14.6,15.87,0.5,0,1.12,33.53,75.51,22.93,33.03,15.85,10.83,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,19.84
7140,2017-07-01,0,502,0.0,11,14.6,31.75,0.73,0,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,4.8,5.78,3.42,33.53,144.0,179.29,95.65,75.51,82.95,81.43,76.28,22.93,24.79,26.44,28.34,33.03,32.44,34.95,36.88,15.85,18.57,19.6,22.56,10.83,8.52,8.54,9.68,15.87
7140,2017-08-01,0,502,1.0,46,14.6,123.01,0.67,0,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,4.8,5.78,25.56,33.53,144.0,179.29,72.81,75.51,82.95,81.43,22.35,22.93,24.79,26.44,34.44,33.03,32.44,34.95,15.09,15.85,18.57,19.6,12.41,10.83,8.52,8.54,31.75
7140,2017-09-01,0,502,0.0,36,14.6,95.24,0.67,0,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,4.8,11.16,25.56,33.53,144.0,64.53,72.81,75.51,82.95,23.72,22.35,22.93,24.79,38.06,34.44,33.03,32.44,15.29,15.09,15.85,18.57,13.29,12.41,10.83,8.52,123.01
7140,2017-10-01,0,502,1.0,31,14.6,95.24,0.77,0,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,95.24
7140,2017-11-01,0,502,0.0,16,14.6,51.59,0.81,0,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,95.24
7140,2017-12-01,0,502,1.0,24,14.6,71.43,0.75,0,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,51.59
7140,2018-01-01,0,502,2.0,34,14.6,95.24,0.71,0,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,71.43
7140,2018-02-01,0,502,0.0,33,14.6,83.33,0.64,0,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,95.24
7140,2018-03-01,0,502,2.0,23,14.6,67.46,0.74,0,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,83.33
7140,2018-04-01,0,502,3.0,34,14.6,83.33,0.62,0,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,67.46
7140,2018-05-01,0,502,5.0,54,14.6,162.7,0.76,0,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,83.33
7140,2018-06-01,0,502,1.0,56,14.6,170.63,0.77,0,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,162.7
7140,2018-07-01,0,502,0.0,22,14.6,63.49,0.73,0,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,170.63
7140,2018-08-01,0,502,2.0,5,14.6,19.84,1.0,0,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,63.49
7140,2018-09-01,0,502,3.0,4,14.6,7.94,0.5,0,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,19.84
7140,2018-10-01,0,502,1.0,1,14.6,3.97,1.0,0,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,7.94
7141,2016-12-01,0,1314,14.0,32,0.5,14.48,0.78,0,4.39,136.03,73.46,28.93,41.27,23.09,11.07,1.55,0.19,0.01,0.21,46.43,5.96,0.3,6.58,61.9,56.76,59.89,68.93,29.74,28.85,26.75,23.15,44.6,44.04,40.04,36.97,21.91,17.3,16.33,14.42,14.2,16.63,16.38,13.38,
7141,2017-01-01,0,1314,14.0,69,0.5,26.06,0.65,0,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,14.48
7141,2017-02-01,0,1314,14.0,52,0.5,24.33,0.81,0,3.42,95.65,76.28,28.34,36.88,22.56,9.68,5.64,4.39,1.55,0.19,174.98,136.03,46.43,5.96,80.25,73.46,61.9,56.76,27.93,28.93,29.74,28.85,36.15,41.27,44.6,44.04,22.69,23.09,21.91,17.3,8.54,11.07,14.2,16.63,26.06
7141,2017-03-01,0,1314,14.0,65,0.5,19.11,0.51,0,5.78,179.29,81.43,26.44,34.95,19.6,8.54,3.42,5.64,4.39,1.55,95.65,174.98,136.03,46.43,76.28,80.25,73.46,61.9,28.34,27.93,28.93,29.74,36.88,36.15,41.27,44.6,22.56,22.69,23.09,21.91,9.68,8.54,11.07,14.2,24.33
7141,2017-04-01,0,1314,14.0,47,0.5,15.06,0.55,0,4.8,144.0,82.95,24.79,32.44,18.57,8.52,5.78,3.42,5.64,4.39,179.29,95.65,174.98,136.03,81.43,76.28,80.25,73.46,26.44,28.34,27.93,28.93,34.95,36.88,36.15,41.27,19.6,22.56,22.69,23.09,8.54,9.68,8.54,11.07,19.11
7141,2017-05-01,0,1314,14.0,55,0.5,19.11,0.6,0,0.57,17.62,76.98,24.09,34.48,16.94,10.72,4.8,5.78,3.42,5.64,144.0,179.29,95.65,174.98,82.95,81.43,76.28,80.25,24.79,26.44,28.34,27.93,32.44,34.95,36.88,36.15,18.57,19.6,22.56,22.69,8.52,8.54,9.68,8.54,15.06
7141,2017-06-01,0,1314,44.0,87,0.5,38.8,0.77,0,1.12,33.53,75.51,22.93,33.03,15.85,10.83,0.57,4.8,5.78,3.42,17.62,144.0,179.29,95.65,76.98,82.95,81.43,76.28,24.09,24.79,26.44,28.34,34.48,32.44,34.95,36.88,16.94,18.57,19.6,22.56,10.72,8.52,8.54,9.68,19.11
7141,2017-07-01,0,1314,114.0,120,0.5,44.6,0.64,0,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,38.8
7141,2017-08-01,0,1314,90.0,102,0.5,42.86,0.73,0,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,44.6
7141,2017-09-01,0,1314,42.0,47,0.5,18.53,0.68,0,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,42.86
7141,2017-10-01,0,1314,73.0,81,0.5,32.43,0.69,0,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,1.12,5.36,11.16,25.56,33.53,63.27,64.53,72.81,75.51,26.04,23.72,22.35,22.93,40.99,38.06,34.44,33.03,17.82,15.29,15.09,15.85,15.13,13.29,12.41,10.83,18.53
7141,2017-11-01,0,1314,61.0,61,0.5,19.69,0.56,0,6.41,192.17,68.57,27.79,45.1,20.3,12.81,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,32.43
7141,2017-12-01,0,1314,60.0,60,0.5,19.69,0.57,0,10.29,319.0,79.49,26.98,36.75,19.29,9.31,6.41,0.34,0.18,0.36,192.17,10.41,5.36,11.16,68.57,56.29,63.27,64.53,27.79,28.93,26.04,23.72,45.1,45.03,40.99,38.06,20.3,17.2,17.82,15.29,12.81,15.96,15.13,13.29,19.69
7141,2018-01-01,0,1314,83.0,83,0.5,29.54,0.61,0,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,6.41,0.34,0.18,319.0,192.17,10.41,5.36,79.49,68.57,56.29,63.27,26.98,27.79,28.93,26.04,36.75,45.1,45.03,40.99,19.29,20.3,17.2,17.82,9.31,12.81,15.96,15.13,19.69
7141,2018-02-01,0,1314,81.0,81,0.5,20.27,0.43,0,5.32,148.99,86.12,26.69,32.48,21.66,7.03,9.3,10.29,6.41,0.34,288.34,319.0,192.17,10.41,83.97,79.49,68.57,56.29,25.86,26.98,27.79,28.93,33.64,36.75,45.1,45.03,18.36,19.29,20.3,17.2,8.36,9.31,12.81,15.96,29.54
7141,2018-03-01,0,1314,78.0,78,0.5,23.75,0.53,0,3.17,98.17,80.12,27.29,35.38,21.6,9.3,5.32,9.3,10.29,6.41,148.99,288.34,319.0,192.17,86.12,83.97,79.49,68.57,26.69,25.86,26.98,27.79,32.48,33.64,36.75,45.1,21.66,18.36,19.29,20.3,7.03,8.36,9.31,12.81,20.27
7141,2018-04-01,0,1314,92.0,93,0.5,31.85,0.59,0,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,5.32,9.3,10.29,98.17,148.99,288.34,319.0,80.12,86.12,83.97,79.49,27.29,26.69,25.86,26.98,35.38,32.48,33.64,36.75,21.6,21.66,18.36,19.29,9.3,7.03,8.36,9.31,23.75
7141,2018-05-01,0,1314,101.0,101,0.5,36.49,0.62,0,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,5.32,9.3,128.71,98.17,148.99,288.34,80.59,80.12,86.12,83.97,25.53,27.29,26.69,25.86,34.49,35.38,32.48,33.64,19.86,21.6,21.66,18.36,9.05,9.3,7.03,8.36,31.85
7141,2018-06-01,0,1314,44.0,44,0.5,16.22,0.64,0,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,5.32,19.11,128.71,98.17,148.99,74.61,80.59,80.12,86.12,24.8,25.53,27.29,26.69,34.43,34.49,35.38,32.48,17.75,19.86,21.6,21.66,11.31,9.05,9.3,7.03,36.49
7141,2018-07-01,0,1314,48.0,48,0.5,16.8,0.6,0,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,16.22
7141,2018-08-01,0,1314,52.0,52,0.5,15.64,0.52,0,0.23,7.1,68.41,23.96,35.71,13.64,14.94,4.0,0.61,0.62,4.29,123.92,18.4,19.11,128.71,77.56,70.6,74.61,80.59,21.88,22.81,24.8,25.53,30.58,33.61,34.43,34.49,15.43,14.76,17.75,19.86,10.08,12.12,11.31,9.05,16.8
7141,2018-09-01,0,1314,34.0,34,0.5,14.48,0.74,0,0.36,10.75,59.48,27.45,39.93,17.46,15.84,0.23,4.0,0.61,0.62,7.1,123.92,18.4,19.11,68.41,77.56,70.6,74.61,23.96,21.88,22.81,24.8,35.71,30.58,33.61,34.43,13.64,15.43,14.76,17.75,14.94,10.08,12.12,11.31,15.64
7141,2018-10-01,0,1314,45.0,45,0.5,16.22,0.62,0,0.56,17.5,59.16,27.07,43.06,19.09,13.62,0.36,0.23,4.0,0.61,10.75,7.1,123.92,18.4,59.48,68.41,77.56,70.6,27.45,23.96,21.88,22.81,39.93,35.71,30.58,33.61,17.46,13.64,15.43,14.76,15.84,14.94,10.08,12.12,14.48
7142,2017-01-01,0,1420,0.0,13,7.0,6.45,1.0,1,5.64,174.98,80.25,27.93,36.15,22.69,8.54,4.39,1.55,0.19,0.01,136.03,46.43,5.96,0.3,73.46,61.9,56.76,59.89,28.93,29.74,28.85,26.75,41.27,44.6,44.04,40.04,23.09,21.91,17.3,16.33,11.07,14.2,16.63,16.38,
7142,2017-07-01,0,1420,0.0,4,7.0,1.49,0.75,1,0.82,25.56,72.81,22.35,34.44,15.09,12.41,1.12,0.57,4.8,5.78,33.53,17.62,144.0,179.29,75.51,76.98,82.95,81.43,22.93,24.09,24.79,26.44,33.03,34.48,32.44,34.95,15.85,16.94,18.57,19.6,10.83,10.72,8.52,8.54,6.45
7142,2017-08-01,0,1420,1.0,27,7.0,9.42,0.7,1,0.36,11.16,64.53,23.72,38.06,15.29,13.29,0.82,1.12,0.57,4.8,25.56,33.53,17.62,144.0,72.81,75.51,76.98,82.95,22.35,22.93,24.09,24.79,34.44,33.03,34.48,32.44,15.09,15.85,16.94,18.57,12.41,10.83,10.72,8.52,1.49
7142,2017-09-01,0,1420,1.0,8,7.0,2.48,0.62,1,0.18,5.36,63.27,26.04,40.99,17.82,15.13,0.36,0.82,1.12,0.57,11.16,25.56,33.53,17.62,64.53,72.81,75.51,76.98,23.72,22.35,22.93,24.09,38.06,34.44,33.03,34.48,15.29,15.09,15.85,16.94,13.29,12.41,10.83,10.72,9.42
7142,2017-10-01,0,1420,0.0,1,7.0,0.5,1.0,1,0.34,10.41,56.29,28.93,45.03,17.2,15.96,0.18,0.36,0.82,5.64,5.36,11.16,25.56,174.98,63.27,64.53,72.81,80.25,26.04,23.72,22.35,27.93,40.99,38.06,34.44,36.15,17.82,15.29,15.09,22.69,15.13,13.29,12.41,8.54,2.48
7142,2017-12-01,0,1420,0.0,3,7.0,1.49,1.0,1,10.29,319.0,79.49,26.98,36.75,19.29,9.31,0.34,0.18,0.36,0.82,10.41,5.36,11.16,25.56,56.29,63.27,64.53,72.81,28.93,26.04,23.72,22.35,45.03,40.99,38.06,34.44,17.2,17.82,15.29,15.09,15.96,15.13,13.29,12.41,0.5
7142,2018-01-01,0,1420,0.0,1,7.0,0.5,1.0,1,9.3,288.34,83.97,25.86,33.64,18.36,8.36,10.29,0.34,0.18,0.36,319.0,10.41,5.36,11.16,79.49,56.29,63.27,64.53,26.98,28.93,26.04,23.72,36.75,45.03,40.99,38.06,19.29,17.2,17.82,15.29,9.31,15.96,15.13,13.29,1.49
7142,2018-03-01,0,1420,0.0,12,7.0,3.97,0.67,1,3.17,98.17,80.12,27.29,35.38,21.6,9.3,9.3,10.29,0.34,0.18,288.34,319.0,10.41,5.36,83.97,79.49,56.29,63.27,25.86,26.98,28.93,26.04,33.64,36.75,45.03,40.99,18.36,19.29,17.2,17.82,8.36,9.31,15.96,15.13,0.5
7142,2018-04-01,0,1420,0.0,6,7.0,2.48,0.83,1,4.29,128.71,80.59,25.53,34.49,19.86,9.05,3.17,9.3,10.29,0.34,98.17,288.34,319.0,10.41,80.12,83.97,79.49,56.29,27.29,25.86,26.98,28.93,35.38,33.64,36.75,45.03,21.6,18.36,19.29,17.2,9.3,8.36,9.31,15.96,3.97
7142,2018-05-01,0,1420,0.0,44,7.0,13.39,0.61,1,0.62,19.11,74.61,24.8,34.43,17.75,11.31,4.29,3.17,9.3,10.29,128.71,98.17,288.34,319.0,80.59,80.12,83.97,79.49,25.53,27.29,25.86,26.98,34.49,35.38,33.64,36.75,19.86,21.6,18.36,19.29,9.05,9.3,8.36,9.31,2.48
7142,2018-06-01,0,1420,0.0,54,7.0,14.88,0.56,1,0.61,18.4,70.6,22.81,33.61,14.76,12.12,0.62,4.29,3.17,9.3,19.11,128.71,98.17,288.34,74.61,80.59,80.12,83.97,24.8,25.53,27.29,25.86,34.43,34.49,35.38,33.64,17.75,19.86,21.6,18.36,11.31,9.05,9.3,8.36,13.39
7142,2018-07-01,0,1420,0.0,9,7.0,0.99,0.22,1,4.0,123.92,77.56,21.88,30.58,15.43,10.08,0.61,0.62,4.29,3.17,18.4,19.11,128.71,98.17,70.6,74.61,80.59,80.12,22.81,24.8,25.53,27.29,33.61,34.43,34.49,35.38,14.76,17.75,19.86,21.6,12.12,11.31,9.05,9.3,14.88
